name,count,changed,beforeNorm,afterNorm,deltaNorm,maxAbsDelta,beforeFinite,afterFinite
roberta.encoder.layer.8.attention.self.key.bias,768,752,0.5433962471644613,0.5433965520055911,1.8525761544582943e-06,7.301568984985352e-07,True,True
roberta.encoder.layer.8.attention.self.key.weight,589824,589783,50.70852488152692,50.70847696989219,0.023218688865083235,9.880214929580688e-05,True,True
roberta.encoder.layer.8.attention.self.query.bias,768,768,3.1463643449548218,3.1462536187338133,0.0011272969824329272,9.229779243469238e-05,True,True
roberta.encoder.layer.8.attention.self.query.weight,589824,589787,51.86927012697305,51.86922831991887,0.022630901257008437,9.372830390930176e-05,True,True
roberta.encoder.layer.8.attention.self.value.bias,768,768,0.6051477359097784,0.6051708286562872,0.0016086362590749781,9.895139373838902e-05,True,True
roberta.encoder.layer.8.attention.self.value.weight,589824,589815,33.977778119939295,33.97782511104693,0.03272056086525892,0.00010185316205024719,True,True
roberta.encoder.layer.8.intermediate.dense.bias,3072,3072,6.442278171004667,6.4424057552207925,0.002424809808723275,9.991228580474854e-05,True,True
roberta.encoder.layer.8.intermediate.dense.weight,2359296,2359197,84.73598466191285,84.73586581936543,0.0554569509005851,0.00010342337191104889,True,True
roberta.encoder.layer.8.output.LayerNorm.bias,768,768,1.5084332433917245,1.5085408348519818,0.001619431444760204,9.973719716072083e-05,True,True
roberta.encoder.layer.8.output.LayerNorm.weight,768,768,22.234582273533267,22.234580946682343,0.001329827565605418,9.781122207641602e-05,True,True
roberta.encoder.layer.8.output.dense.bias,768,768,1.6572201981343913,1.6572795109901775,0.0016261225007920858,9.742565453052521e-05,True,True
